ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,regiao_prof,ugf,LAT,LON
2012,BL3121156,Florestal,Aveiro,Santa Maria da Feira,Rio Meão,Mata,10921,162546,444867,2012-04-08,16:44:00,2012-04-08,17:30:00,2012-04-08,16:48:00,Populares,PT11060221,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,6.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.9581668,-8.5826133
2012,DM2123602,Florestal,Porto,Maia,Milheirós,MONTE PENEDO,130608,161895,471794,2012-08-23,19:08:00,2012-08-23,20:15:00,2012-08-23,19:28:00,117,PT11040308,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.2250634,-8.5766596
2012,RO2122168,Florestal,Lisboa,ODIVELAS,Odivelas_Lumiar e Carnide,Jt estação metro,111603,109687,203304,2012-08-23,15:40:00,2012-08-23,16:16:00,2012-08-23,15:45:00,Populares,PT13020803,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML,38.7904338,-9.1792617
2012,RO312919,Florestal,Setúbal,Seixal,Aldeia de Paio Pires,BRR CUÇENA,151001,117000,184999,2012-08-23,17:59:00,2012-08-23,18:28:00,2012-08-23,18:06:00,Populares,PT13030701,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.6119995,-9.07313725926883
2012,BL3122039,Florestal,Aveiro,Oliveira de Azemeis,Pinheiro da Bemposta,Lugar da BemPosta,11313,169502,423651,2012-08-08,19:33:00,2012-08-08,20:30:00,2012-08-08,19:50:00,Populares,PT11060313,0.0,0.02,0.0,0.02,0.02,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.7845673,-8.4822234
2012,DM4121448,Florestal,Braga,Braga,Cunha,RUA DO SOUTO (M1) (Rua do Sardoal),30309,176198,509280,2012-04-08,14:10:00,2012-04-08,14:47:00,2012-04-08,14:30:00,Populares,PT11020309,0.15,0.05,0.0,0.2,0.2,0,0,0,1,0,0,,,60.0,Desconhecida,Entre Douro e Minho,Baixo Minho,41.4906432,-8.5123969
2012,DM3121020,Florestal,Viana do Castelo,Ponte de Lima,Cabaços,Pereiro,160711,165387,542911,2012-04-08,13:28:00,2012-04-08,14:50:00,2012-04-08,13:35:00,Populares,PT11010711,0.02,0.03,0.0,0.05,0.05,0,0,0,1,0,0,Entre Vez e Coura,,,,Entre Douro e Minho,Alto Minho,41.6944005,-8.5756282
2012,DM2122039,Florestal,Porto,Lousada,Pias,Igreja,130518,184739,480038,2012-04-09,00:49:00,2012-04-09,02:52:00,2012-04-09,01:10:00,117,PT11050818,0.0,0.2,0.0,0.2,0.2,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.26987365,-8.261523447296586
2012,DM2122023,Florestal,Porto,Marco de Canaveses,Manhuncelos,CASQUITO (BANHO E CARVALHOSA),130711,197440,474255,2012-04-08,23:30:00,2012-04-09,01:31:00,2012-04-08,23:40:00,Populares,PT11050911,2.0,0.5,0.0,2.5,2.5,0,0,0,0,1,0,,,610.0,Desconhecida,Entre Douro e Minho,Tâmega,41.1430562,-8.1492414
2012,DM2122044,Florestal,Porto,Lousada,Silvares,LUGAR MONTE DO TOLEGRAFO (Lugar da Estrada),130523,188277,477788,2012-04-09,14:35:00,2012-04-09,15:40:00,2012-04-09,14:55:00,Outros,PT11050823,0.0,0.2,0.0,0.2,0.2,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.2870545,-8.2796897
2012,DM2122058,Florestal,Porto,Maia,Águas Santas,RUA DR ANTONIO CARDOSO (Rua D),130601,155414,476546,2012-04-09,14:14:00,2012-04-09,15:27:00,2012-04-09,14:20:00,Populares,PT11040301,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.2100672,-8.5779371
2012,BL1121364,Florestal,Viseu,Santa Comba Dão,Couto do Mosteiro,Colmeosa,181401,199034,382571,2012-04-09,22:34:00,2012-04-10,00:10:00,2012-04-09,22:40:00,Populares,PT12050901,0.03,0.0,0.0,0.03,0.03,1,0,0,1,0,0,,,711.0,Reacendimento,Beira Litoral,Dão Lafões,40.4102502,-8.141927339600691
2012,BL412529,Florestal,Leiria,Alcobaça,Aljubarrota (São Vicente),Cumeira de Baixo,100113,133284,289926,2012-04-07,20:36:00,2012-04-10,22:10:00,2012-04-07,20:55:00,Populares,PT13010113,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.5676062,-8.9261347
2012,AG112206,Florestal,Faro,Alcoutim,Alcoutim,Alamo,80201,261000,47018,2012-04-11,15:43:00,2012-04-11,17:20:00,2012-04-11,16:05:00,Populares,PT15010201,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,,,,,Algarve,Algarve,37.3863929,-7.4434985
2012,DM2123590,Florestal,Porto,Paredes,Lordelo,IRVÃO,131013,176800,473700,2012-08-22,20:23:00,2012-08-22,20:46:00,2012-08-22,20:28:00,Populares,PT11051213,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.2346057,-8.4146751
2012,DM4121946,Florestal,Braga,Vieira do Minho,Guilhofrei,Monte de Guilhofrei,31108,200126,513346,2012-08-22,16:03:00,2012-08-22,18:45:00,2012-08-22,16:10:00,PV,PT11030508,0.0,1.0,0.0,1.0,1.0,1,0,0,0,1,0,,,711.0,Reacendimento,Entre Douro e Minho,Baixo Minho,41.5769268,-8.1355007
2012,DM2122031,Florestal,Porto,Vila do Conde,Azurara,MONTE SANTANA (Bouça do Monte),131604,150557,489971,2012-04-08,17:15:00,2012-04-08,17:45:00,2012-04-08,17:20:00,Populares,PT11040804,0.01,0.0,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.3455324,-8.7344345
2012,DM4121466,Florestal,Braga,Barcelos,Carapeços,COUTADA (M5) (Coutada),30218,163043,500579,2012-04-09,16:04:00,2012-04-09,16:29:00,2012-04-09,16:10:00,Populares,PT11020218,0.0,0.05,0.0,0.05,0.05,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,Baixo Minho,41.5823144,-8.6381707
2012,DM2122060,Florestal,Porto,Paredes,Parada de Todeia,Paços,131017,180780,473556,2012-04-09,16:53:00,2012-04-09,18:05:00,2012-04-09,17:00:00,Populares,PT11051217,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.1690637,-8.3770562
2012,BL3121176,Florestal,Aveiro,Arouca,Santa Eulália,Lugar de Troncos,10416,190431,440657,2012-04-09,14:40:00,2012-04-09,22:25:00,2012-04-09,14:55:00,Populares,PT11060116,21.8,0.0,0.0,21.8,21.8,0,0,0,0,1,0,,,6.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.9274489,-8.2777004
2012,DM2122062,Florestal,Porto,Maia,Moreira,R. PINHAL (Rua do Pinhal),130609,163087,473657,2012-04-09,16:50:00,2012-04-09,22:33:00,2012-04-09,17:05:00,Populares,PT11040309,0.0,0.25,0.0,0.25,0.25,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.2310248,-8.6635674
2012,DM2122069,Florestal,Porto,Amarante,Gondar,LUGAR DA COSTA,130117,207923,478345,2012-04-10,00:05:00,2012-04-10,03:00:00,2012-04-10,00:20:00,Outros,PT11050117,0.25,0.25,0.0,0.5,0.5,0,0,0,1,0,0,,,610.0,Desconhecida,Entre Douro e Minho,Tâmega,41.2490072,-8.0269415
2012,AG112204,Florestal,Faro,Lagoa,Lagoa,Caramujeira,80603,176416,14270,2012-04-10,15:06:00,2012-04-10,16:40:00,2012-04-10,15:20:00,Outros,PT15010603,0.0,0.0005,0.0,0.0005,0.0005,0,0,0,1,0,0,,,,,Algarve,Algarve,37.0992254,-8.4109891
2012,AG112205,Florestal,Faro,Lagos,São Sebastião,Cerro das Mós (Barranco Cerro da Corça),80706,149979,21677,2012-04-10,16:08:00,2012-04-10,17:05:00,2012-04-10,16:19:00,Populares,PT15010706,0.0,0.002,0.0,0.002,0.002,0,0,0,1,0,0,,,,,Algarve,Algarve,37.1259776,-8.689132190653574
2012,RO112935,Florestal,Santarém,Chamusca,Chamusca,CHAMUSCA,140701,169065,263956,2012-08-08,01:07:00,2012-08-08,02:39:00,2012-08-08,01:18:00,Outros,PT13050601,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,,,Ribatejo e Oeste,Ribatejo,39.33365205,-8.49101389250971
2012,DM2123248,Florestal,Porto,Maia,Pedrouços,RUA DAS ESCALÓNIAS,130617,161767,469069,2012-08-08,01:05:00,2012-08-08,01:48:00,2012-08-08,01:11:00,Populares,PT11040317,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.1884917,-8.5840952
2012,DM2123258,Florestal,Porto,Póvoa de Varzim,Terroso,SEJAES,131312,150127,494414,2012-08-08,11:45:00,2012-08-08,14:22:00,2012-08-08,11:58:00,Populares,PT11040612,0.0,0.02,0.0,0.02,0.02,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.415134,-8.7278019
2012,TM212841,Florestal,Bragança,Mirandela,Vale de Telhas,VALE DE TELHAS,40734,274399,516900,2012-08-08,14:51:00,2012-08-08,18:05:00,2012-08-08,15:00:00,Populares,PT11080734,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,,,Trás-os-Montes,Nordeste,41.6163445,-7.2277096
2012,BI212431,Florestal,Castelo Branco,Fundão,Valverde,Quinta da Esparrela,50429,258653,355997,2012-08-23,15:00:00,2012-08-23,18:25:00,2012-08-23,15:11:00,Populares,PT12100329,0.0,0.4,0.0,0.4,0.4,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Interior,Beira Interior Norte,40.1527564,-7.473231235979783
2012,AG112207,Florestal,Faro,Lagos,São Sebastião,Cerro da Mozes (Barranco Cerro da Corça),80706,149979,21677,2012-04-11,12:33:00,2012-04-11,13:20:00,2012-04-11,12:42:00,Populares,PT15010706,0.0,0.007,0.0,0.007,0.007,0,0,0,1,0,0,,,,,Algarve,Algarve,37.1259776,-8.689132190653574
2012,DM2123591,Florestal,Porto,Maia,Águas Santas,RUA DAS MIMOSAS,130601,162200,471100,2012-08-22,14:30:00,2012-08-22,15:48:00,2012-08-22,14:40:00,117,PT11040301,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.2167678,-8.5599107
2012,RO2121907,Florestal,Lisboa,Alenquer,Vila Verde dos Francos,Portela do Sol,110114,117885,243384,2012-08-07,22:49:00,2012-08-08,03:40:00,2012-08-07,23:12:00,117,PT13010214,1.5,1.06,0.0,2.56,2.56,0,0,0,0,1,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.1566625,-9.1177912
2012,BI212390,Florestal,Castelo Branco,Fundão,Souto da Casa,Salgueiral,50426,248638,348762,2012-08-07,15:56:00,2012-08-07,19:40:00,2012-08-07,19:10:00,Outros,PT12100326,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Interior,Beira Interior Norte,40.112103,-7.559967
2012,BL1121818,Florestal,Viseu,Tondela,Guardão,Cadraço,182108,195399,398899,2012-08-07,12:06:00,2012-08-07,14:19:00,2012-08-07,12:25:00,PV,PT12051208,0.01,0.0,0.0,0.01,0.01,1,0,0,1,0,0,Serra do Caramulo,,711.0,Reacendimento,Beira Litoral,Dão Lafões,40.57191,-8.167630636623684
2012,TM1121380,Florestal,Vila Real,Ribeira de Pena,Cerva,Seixinhos,170903,223900,501400,2012-08-07,20:35:00,2012-08-07,21:44:00,2012-08-07,20:45:00,Populares,PT11051503,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.473437,-7.84797
2012,BL1121825,Florestal,Viseu,Viseu,Fragosela,PRIME / NESPRIDO,182315,224599,407599,2012-07-23,13:40:00,2012-07-23,15:14:00,2012-07-23,14:00:00,Outros,PT12051415,0.0,0.01,0.0,0.01,0.01,1,0,0,1,0,0,,,711.0,Reacendimento,Beira Litoral,Dão Lafões,40.6268817,-7.8473894
2012,BL3122026,Florestal,Aveiro,Águeda,Recardães,Fujacos,10115,171500,399700,2012-08-07,23:10:00,2012-08-07,23:55:00,2012-08-07,23:17:00,Populares,PT12010115,0.013,0.0,0.0,0.013,0.013,0,0,0,1,0,0,,,6.0,Desconhecida,Beira Litoral,Centro Litoral,40.5466003,-8.4630537
2012,RO312803,Florestal,Setúbal,Moita,Moita,ALTO DO CARVALHINHO,150603,125800,186600,2012-08-07,22:45:00,2012-08-07,23:15:00,2012-08-07,22:50:00,Populares,PT13030403,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.6402642,-8.972055868357723
2012,BL3122007,Florestal,Aveiro,Santa Maria da Feira,Milheirós de Poiares,Rua de Gaiate,10914,171252,439305,2012-08-07,11:22:00,2012-08-07,12:29:00,2012-08-07,11:33:00,Outros,PT11060214,0.0,0.01,0.0,0.01,0.01,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.9220638,-8.4699237
2012,BL3122033,Florestal,Aveiro,Santa Maria da Feira,Mosteiró,Cai Água,10915,166100,436599,2012-08-07,15:02:00,2012-08-07,17:30:00,2012-08-07,15:10:00,Populares,PT11060215,0.0,1.145,0.0,1.145,1.145,0,0,0,0,1,0,,,6.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.8968908,-8.529469
2012,DM4121450,Florestal,Braga,Póvoa de Lanhoso,Brunhais,"Leiradela (EM599-1 102, 4830 Brunhais, Portugal)",30903,195668,512897,2012-04-08,16:50:00,2012-04-08,19:30:00,2012-04-08,17:00:00,Populares,PT11030303,0.05,0.1,0.0,0.15,0.15,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.5738004,-8.1827097
2012,BL3121170,Florestal,Aveiro,Sever do Vouga,Paradela,Estação (Dornelas),11703,178694,424236,2012-04-08,15:18:00,2012-04-08,17:10:00,2012-04-08,15:35:00,Outros,PT12011103,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,6.0,Desconhecida,Beira Litoral,Centro Litoral,40.703476,-8.360665
2012,DM2122027,Florestal,Porto,Vila do Conde,Retorta,Mourão,131621,151903,487066,2012-04-08,23:10:00,2012-04-09,00:05:00,2012-04-08,23:20:00,Populares,PT11040821,0.01,0.0,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.3524262,-8.7169326
2012,DM4121461,Florestal,Braga,Fafe,Fafe,URBANIZAÇÃO ANTÓNIO ALEIXO (M3) (ABOIM),30709,203971,508088,2012-04-09,15:08:00,2012-04-09,15:50:00,2012-04-09,15:15:00,Populares,PT11030109,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.4468733,-8.180584376446348
2012,RO2122164,Florestal,Lisboa,Lisboa,Beato,Rua Carlos Botelho - Beato,110607,114734,196570,2012-08-23,21:19:00,2012-08-23,22:20:00,2012-08-23,21:54:00,Outros,PT13020307,0.0,0.002,0.0,0.002,0.002,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML,38.7326216,-9.110239570540047
2012,BL3122258,Florestal,Aveiro,Sever do Vouga,Talhadas,Vilarinho,11708,184170,410496,2012-08-24,12:04:00,2012-08-24,14:30:00,2012-08-24,12:14:00,PV,PT12011108,0.085,0.0,0.0,0.085,0.085,0,0,0,1,0,0,,,6.0,Desconhecida,Beira Litoral,Centro Litoral,40.6659637,-8.3272991
2012,AG112658,Florestal,Faro,Vila Real de Santo António,Vila Nova de Cacela,Portela,81601,254299,24700,2012-08-24,20:38:00,2012-08-24,21:32:00,2012-08-24,20:52:00,117,PT15011601,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Algarve,Algarve,37.1754658,-7.5333882
2012,DM2123274,Florestal,Porto,Vila Nova de Gaia,Pedroso,REGATO,131713,164327,455753,2012-08-08,11:40:00,2012-08-08,14:34:00,2012-08-08,11:45:00,Populares,PT11040913,0.005,0.0,0.0,0.005,0.005,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.064143,-8.5572235
2012,RO2121927,Florestal,Lisboa,Cadaval,Cadaval,Casal do Vale de Arroz,110402,116388,251328,2012-08-08,15:45:00,2012-08-08,18:20:00,2012-08-08,15:50:00,Populares,PT13010502,0.99,0.0,0.0,0.99,0.99,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.242859,-9.1026628
2012,BI1121180,Florestal,Guarda,Fornos de Algodres,Sobral Pichorro,PONTE CLAREANA / SOBRAL PICHORRO,90513,257201,413807,2012-08-27,16:25:00,2012-08-27,19:10:00,2012-08-27,16:45:00,Populares,PT12070113,0.0,0.002,0.0,0.002,0.002,1,0,0,1,0,0,,,711.0,Reacendimento,Beira Interior,Beira Interior Norte,40.6966844,-7.4510156
2012,TM212920,Florestal,Bragança,Miranda do Douro,Cicouro,CICOURO,40602,352897,521399,2012-08-28,12:29:00,2012-08-28,14:54:00,2012-08-28,12:40:00,Populares,PT11080602,3.94,0.085,0.0,4.025,4.025,0,0,0,0,1,0,,,610.0,Desconhecida,Trás-os-Montes,Nordeste,41.5000816,-6.271331
2012,AG112664,Florestal,Faro,Albufeira,Albufeira,Sesmarias,80101,185600,12999,2012-08-27,21:00:00,2012-08-27,21:38:00,2012-08-27,21:20:00,Outros,PT15010101,0.0,0.0002,0.0,0.0002,0.0002,0,0,0,1,0,0,,,630.0,Desconhecida,Algarve,Algarve,37.0809433,-8.2952505
2012,DM3121264,Florestal,Viana do Castelo,Monção,Barroças e Taias,Souto,160405,169415,558946,2012-08-08,15:04:00,2012-08-08,16:35:00,2012-08-08,15:08:00,Sapadores,PT11010405,0.0,0.001,0.0,0.001,0.001,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,Alto Minho,42.0019339,-8.4977586
2012,BL4121033,Florestal,Leiria,Pombal,Abiul,Seródio - Ramalhais de Baixo,101501,166300,325099,2012-08-08,15:07:00,2012-08-08,16:30:00,2012-08-08,15:09:00,Outros,PT12030401,0.0,0.03,0.0,0.03,0.03,0,0,0,1,0,0,,,610.0,Desconhecida,Beira Litoral,Centro Litoral,39.8914994,-8.5248629
2012,BL1121998,Florestal,Viseu,Castro Daire,Castro Daire,Lamelas de Cá,180304,216399,438799,2012-08-28,20:20:00,2012-08-28,22:05:00,2012-08-28,20:35:00,PV,PT12050304,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Litoral,Dão Lafões,40.91465745,-7.920020147736607
2012,RO2122252,Florestal,Lisboa,Cascais,Alcabideche,alto da merendas - manique,110501,91626,198522,2012-08-29,05:39:00,2012-08-29,06:35:00,2012-08-29,05:57:00,Outros,PT13020201,0.0,0.03,0.0,0.03,0.03,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML,38.739751850000005,-9.40823198439682
2012,AG112580,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Almarjão,81201,216848,24238,2012-08-08,07:49:00,2012-08-08,10:30:00,2012-08-08,08:10:00,Populares,PT15011201,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,610.0,Desconhecida,Algarve,Algarve,37.19555795,-7.89076299096229
2012,DM4121872,Florestal,Braga,Vila Verde,Cervães,VEIGA (M5),31309,167441,514548,2012-08-08,19:05:00,2012-08-08,21:35:00,2012-08-08,19:24:00,Populares,PT11020609,0.13,0.0,0.0,0.13,0.13,0,0,0,1,0,0,,,60.0,Desconhecida,Entre Douro e Minho,Baixo Minho,41.5959943,-8.5230863
2012,BI212443,Florestal,Castelo Branco,Fundão,Alcaria,Rua do Caçado - Alcaria,50402,252205,359035,2012-08-28,01:08:00,2012-08-28,03:41:00,2012-08-28,01:28:00,Outros,PT12100302,0.0,0.5,0.0,0.5,0.5,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Interior,Beira Interior Norte,40.1996983,-7.5193298
2012,AG112667,Florestal,Faro,Castro Marim,Castro Marim,CASTRO MARIM,80402,260599,28299,2012-08-28,14:02:00,2012-08-28,14:50:00,2012-08-28,14:10:00,Outros,PT15010402,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,SAPAL DE CASTRO MARIM E VILA REAL DE SANTO ANTÓNIO,,,Algarve,Algarve,37.1967942,-7.483834
2012,RO312950,Florestal,Setúbal,Almada,Laranjeiro,BAIRRO SANTO ANTONIO,150310,111189,188109,2012-08-28,21:59:00,2012-08-28,22:25:00,2012-08-28,22:08:00,Populares,PT13030210,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.6568794,-9.1466263
2012,TM212922,Florestal,Bragança,Freixo Espada à Cinta,Mazouco,MAZOUCO,40405,313398,465100,2012-08-28,14:37:00,2012-08-28,15:13:00,2012-08-28,14:50:00,Populares,PT11070405,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,DOURO INTERNACIONAL,60.0,Desconhecida,Trás-os-Montes,Douro,41.140207,-6.763198
2012,DM2121503,Florestal,Porto,Vila Nova de Gaia,Vilar do Paraíso,CADAVAO DE BAIXO (Canelas de Baixo),131724,160637,456825,2012-03-27,23:00:00,2012-03-27,23:54:00,2012-03-27,23:05:00,Populares,PT11040924,0.03,0.0,0.0,0.03,0.03,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.1064555,-8.6153529
2012,DM2121506,Florestal,Porto,Amarante,Vila Caiz,PONTE VAIA (Bandoleiro-Ponte),130138,206850,475616,2012-03-27,23:20:00,2012-03-28,01:45:00,2012-03-27,23:35:00,Populares,PT11050138,0.01,0.0,0.0,0.01,0.01,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,Tâmega,41.229918,-8.1252874
2012,DM2121508,Florestal,Porto,Paredes,Aguiar de Sousa,Aguiar,131001,173262,462294,2012-03-28,02:56:00,2012-03-28,05:45:00,2012-03-28,03:10:00,Populares,PT11051201,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.1283153,-8.4464168
2012,TM212570,Florestal,Bragança,Bragança,Rabal,RABAL,40234,314525,545373,2012-03-27,23:45:00,2012-03-28,01:25:00,2012-03-28,00:05:00,Populares,PT11080334,0.0,0.5,0.0,0.5,0.5,0,0,0,1,0,0,,MONTESINHO,,,Trás-os-Montes,Nordeste,41.8933848,-6.751693901941996
2012,DM2121866,Florestal,Porto,Valongo,Ermesinde,TRAVESSA BOUÇA DO MONTE (Travessa da Fontinha),131503,166232,475215,2012-03-31,13:13:00,2012-03-31,14:45:00,2012-03-31,13:38:00,Populares,PT11040703,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.2170785,-8.5515798
2012,BL1121284,Florestal,Viseu,Cinfães,Nespereira,Chã,180409,208184,450294,2012-03-31,23:40:00,2012-04-01,01:47:00,2012-04-01,00:00:00,Populares,PT11050609,0.0,0.0001,0.0,0.0001,0.0001,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,Tâmega,41.0027353,-8.193203219967025
2012,DM2122296,Florestal,Porto,Gondomar,Baguim do Monte,RUA DA MORENA,130412,165700,469400,2012-06-28,02:38:00,2012-06-28,04:00:00,2012-06-28,02:54:00,117,PT11040212,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.1945278,-8.54271614971638
2012,BL3121459,Florestal,Aveiro,Aveiro,Esgueira,Taboeira,10505,162000,409699,2012-06-28,14:35:00,2012-06-28,17:35:00,2012-06-28,14:42:00,117,PT12010405,0.0,0.0987,0.0,0.0987,0.0987,0,0,0,1,0,0,,,610.0,Desconhecida,Beira Litoral,Centro Litoral,40.6523699,-8.5901667
2012,AG112400,Florestal,Faro,Albufeira,Albufeira,rua das gaivotas,80101,189400,14000,2012-06-29,12:12:00,2012-06-29,12:50:00,2012-06-29,12:16:00,Outros,PT15010101,0.0,0.006,0.0,0.006,0.006,0,0,0,1,0,0,,,,,Algarve,Algarve,37.1286937,-8.2330185
2012,AT112231,Florestal,Évora,Reguengos de Monsaraz,Campo,HERDADE DO RONCÃO,71101,259725,148433,2012-06-28,17:17:00,2012-06-28,19:45:00,2012-06-28,17:45:00,Outros,PT14031001,34.54,0.0,29.97,34.54,64.50999999999999,0,0,0,0,1,0,,,610.0,Desconhecida,Alentejo,Alentejo Central,38.3205176,-7.5023572
2012,RO312499,Florestal,Setúbal,Palmela,Poceirão,TRZ CAFE CIGANA,150805,144400,182999,2012-06-30,00:25:00,2012-06-30,01:20:00,2012-06-30,00:41:00,Outros,PT13030605,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML,38.633037,-8.7423662
2012,DM2123594,Florestal,Porto,TROFA,Muro,MENDOES,131808,162455,480985,2012-08-22,15:34:00,2012-08-22,16:19:00,2012-08-22,15:35:00,Populares,PT11030808,0.24,0.0,0.0,0.24,0.24,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.3010941,-8.5941379
2012,BL4121116,Florestal,Leiria,Marinha Grande,Marinha Grande,Quinta da Bernagem,101001,129000,307600,2012-08-22,16:55:00,2012-08-22,17:40:00,2012-08-22,17:01:00,Populares,PT12030301,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,610.0,Desconhecida,Beira Litoral,Centro Litoral,39.7495952,-8.9298895
2012,BL1121968,Florestal,Viseu,Sernancelhe,Carregal,Tabosa,181802,245606,437234,2012-08-22,12:02:00,2012-08-22,22:55:00,2012-08-22,12:13:00,Populares,PT11071302,0.0,0.3,0.0,0.3,0.3,1,0,0,1,0,0,,,711.0,Reacendimento,Trás-os-Montes,Douro,40.909932,-7.5880944
2012,AG112649,Florestal,Faro,Olhão,Moncarapacho,Pedreiras,81002,230910,13044,2012-08-22,16:05:00,2012-08-22,18:42:00,2012-08-22,16:10:00,117,PT15011002,0.0,0.73482,0.0,0.73482,0.73482,0,0,0,1,0,0,,,610.0,Desconhecida,Algarve,Algarve,37.0842089,-7.7882465
2012,RO312586,Florestal,Setúbal,Seixal,Aldeia de Paio Pires,QUINTA DA CUCENA,151001,116900,184100,2012-07-12,12:53:00,2012-07-12,13:45:00,2012-07-12,13:03:00,Populares,PT13030701,0.0,0.0015,0.0,0.0015,0.0015,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.6119995,-9.07313725926883
