surface,latitude,longitude,fbupinx,drtcode,dufmcode,ffmcode,fdsrte,fwinx,infsinx
0.0,38.47108344322056,352.0,190.0,511.0,177.5,86.546875,9.671875,27.617188,6.0546875
0.0,38.47108344322056,352.6666666666667,184.25,485.25,175.25,84.63867,6.7890625,22.605469,4.5742188
0.0,38.47108344322056,353.33333333333337,192.5,444.25,192.75,89.4082,14.8046875,35.132812,8.6328125
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,178.0,526.75,154.0,83.75586,6.96875,22.957031,4.71875
0.0,37.909462084686055,352.0,187.0,521.25,169.5,88.89844,13.84375,33.820312,8.207031
0.0,37.909462084686055,352.6666666666667,174.5,462.75,165.0,85.83984,7.6171875,24.136719,5.09375
0.0,37.909462084686055,353.33333333333337,156.5,352.25,156.75,86.103516,8.125,25.03125,5.5664062
0.0,37.34784070938886,350.6666666666667,76.5,530.5,46.5,78.65039,2.0703125,11.550781,3.0898438
0.0,37.34784070938886,351.33333333333337,177.5,515.75,155.75,82.12891,5.390625,19.859375,3.8554688
0.0,37.34784070938886,352.0,196.0,534.25,181.0,88.36719,13.734375,33.66797,8.0625
0.0,37.34784070938886,352.6666666666667,199.5,553.75,181.75,87.02734,10.4296875,28.824219,6.3789062
0.0,37.34784070938886,353.33333333333337,200.25,439.0,200.5,89.1582,13.734375,33.671875,8.03125
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,80.0,551.0,49.0,75.41797,1.2109375,8.53125,2.078125
0.0,36.78621931791178,352.0,90.75,506.25,58.5,78.12305,1.9375,11.125,2.5976562
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,102.5,366.75,78.75,82.828125,3.8515625,16.417969,3.921875
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,6.25,38.25,4.0,50.470703,1.1299077e-17,0.1328125,0.27734375
0.0,41.840811206489,352.08,7.0,56.25,4.25,41.57422,1.1299077e-17,0.03515625,0.06640626
0.0,41.840811206489,352.8,37.0,223.0,23.5,66.697266,0.1015625,2.0859375,0.99609375
0.0,41.840811206489,353.52,103.25,394.25,76.75,84.29297,3.765625,16.214844,3.8359375
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,16.75,170.5,9.5,66.265625,0.0234375,0.86328125,1.0625
0.0,41.27918996225089,352.08,19.0,159.75,11.25,54.728516,0.0078125,0.375,0.42578125
0.0,41.27918996225089,352.8,145.75,487.5,116.5,85.625,5.8046875,20.707031,4.3828125
0.0,41.27918996225089,353.52,132.0,443.75,105.0,89.03711,11.265625,30.101562,7.8710938
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,53.5,254.5,36.5,77.18359,0.625,5.8789062,1.8554688
0.0,40.71756869718417,352.265625,31.25,172.75,20.25,62.314453,0.046875,1.3476562,0.88671875
0.0,40.71756869718417,352.96875,91.25,376.5,65.5,82.259766,3.0546875,14.40625,3.5820312
0.0,40.15594741204222,350.859375,38.0,293.5,22.75,66.66211,0.7265625,6.4101562,2.5859375
0.0,40.15594741204222,351.5625,77.75,242.75,65.0,79.69141,2.15625,11.816406,3.1367188
0.0,40.15594741204222,352.265625,65.5,222.25,52.0,77.46484,1.0234375,7.765625,2.1640625
0.0,40.15594741204222,352.96875,114.25,342.75,97.75,88.02344,10.5625,29.023438,8.109375
0.0,39.594326107545804,350.6666666666667,41.5,341.75,24.5,68.72656,0.96875,7.5390625,2.90625
0.0,39.594326107545804,351.33333333333337,126.0,449.0,97.0,83.947266,8.421875,25.546875,6.3515625
0.0,39.594326107545804,352.0,168.5,333.75,169.0,86.177734,10.9921875,29.6875,6.953125
0.0,39.594326107545804,352.6666666666667,170.75,370.25,171.0,88.458984,13.765625,33.71875,8.375
0.0,39.594326107545804,353.33333333333337,200.75,423.75,201.25,90.46094,16.84375,37.789062,9.566406
0.0,39.03270478438495,350.6666666666667,107.5,529.5,72.0,74.67578,2.9921875,14.2265625,3.1445312
0.0,39.03270478438495,351.33333333333337,179.25,463.25,173.75,87.08203,17.28125,38.339844,10.0390625
0.0,39.03270478438495,352.0,177.0,443.0,176.75,88.822266,17.585938,38.714844,10.2265625
0.0,39.03270478438495,352.6666666666667,177.0,439.5,177.0,89.802734,16.90625,37.859375,9.878906
0.0,39.03270478438495,353.33333333333337,224.75,570.75,221.0,91.41016,20.054688,41.703125,10.9453125
0.0,38.47108344322056,350.6666666666667,61.5,474.25,36.75,72.83203,1.7265625,10.4296875,3.1992188
0.0,38.47108344322056,351.33333333333337,168.25,594.75,130.25,85.38867,13.53125,33.38672,8.2890625
0.0,38.47108344322056,352.0,186.0,485.5,178.25,88.98242,17.625,38.765625,10.113281
0.0,38.47108344322056,352.6666666666667,184.5,487.5,175.0,87.265625,11.03125,29.753906,6.8007812
0.0,38.47108344322056,353.33333333333337,187.25,441.25,187.5,90.583984,18.203125,39.476562,10.3828125
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,186.0,582.5,154.75,86.70508,15.2421875,35.714844,8.921875
0.0,37.909462084686055,352.0,188.25,544.0,165.75,88.61133,15.0234375,35.42578,8.7890625
0.0,37.909462084686055,352.6666666666667,183.0,495.25,170.0,88.083984,12.3125,31.652344,7.46875
0.0,37.909462084686055,353.33333333333337,162.25,382.25,162.5,89.9375,15.9921875,36.691406,9.6796875
0.0,37.34784070938886,350.6666666666667,78.75,584.75,47.25,78.609375,2.875,13.921875,3.828125
0.0,37.34784070938886,351.33333333333337,171.25,530.25,143.5,86.2207,12.78125,32.33203,7.8554688
0.0,37.34784070938886,352.0,205.5,547.0,193.5,89.240234,18.078125,39.320312,10.125
0.0,37.34784070938886,352.6666666666667,190.0,502.0,180.25,88.17578,13.609375,33.492188,8.0546875
0.0,37.34784070938886,353.33333333333337,198.5,485.25,198.75,90.07422,17.664062,38.820312,9.9921875
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,85.0,617.5,51.25,79.43359,2.640625,13.2578125,3.3945312
0.0,36.78621931791178,352.0,96.0,542.5,61.75,80.70117,3.1953125,14.7734375,3.5703125
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,106.5,400.25,79.75,82.81836,4.734375,18.441406,4.46875
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,4.25,66.75,2.25,36.558594,1.0159349e-17,0.011718752,0.027343757
0.0,41.840811206489,352.08,4.25,44.5,2.5,38.027344,1.0159349e-17,0.015625002,0.039062507
0.0,41.840811206489,352.8,16.0,188.5,9.0,60.089844,0.0078125,0.515625,0.65234375
0.0,41.840811206489,353.52,83.0,327.25,60.75,86.89258,3.640625,15.902344,4.375
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,7.0,145.75,3.75,34.36133,1.0159349e-17,0.007812502,0.019531257
0.0,41.27918996225089,352.08,14.0,151.25,7.75,53.748047,1.0159349e-17,0.296875,0.41015625
0.0,41.27918996225089,352.8,90.0,485.0,58.75,83.49219,2.125,11.7421875,2.7929688
0.0,41.27918996225089,353.52,110.0,444.5,79.5,87.68555,6.8828125,22.796875,5.8671875
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,35.0,235.5,21.5,60.796875,0.0234375,0.9609375,0.73046875
0.0,40.71756869718417,352.265625,25.75,180.5,15.5,55.558594,0.0078125,0.51171875,0.48046875
0.0,40.71756869718417,352.96875,99.0,354.75,76.0,84.28906,3.3203125,15.089844,3.5898438
0.0,40.15594741204222,350.859375,29.0,300.75,16.5,62.54883,0.0234375,0.97265625,0.84375
0.0,40.15594741204222,351.5625,95.0,295.25,79.25,77.015625,0.828125,6.890625,1.4453125
0.0,40.15594741204222,352.265625,95.5,261.25,88.0,76.66211,0.890625,7.1796875,1.5039062
0.0,40.15594741204222,352.96875,169.75,413.5,169.75,88.9375,12.3046875,31.640625,7.625
0.0,39.594326107545804,350.6666666666667,22.0,342.25,12.0,52.453125,0.0078125,0.3671875,0.3828125
0.0,39.594326107545804,351.33333333333337,132.25,470.0,102.0,79.60742,1.8671875,10.910156,1.9921875
0.0,39.594326107545804,352.0,174.5,368.5,175.0,81.16992,2.7265625,13.5,2.3203125
0.0,39.594326107545804,352.6666666666667,178.75,427.0,178.75,83.21875,4.0859375,16.976562,3.109375
0.0,39.594326107545804,353.33333333333337,204.25,461.25,204.5,90.01953,13.7578125,33.69922,8.011719
0.0,39.03270478438495,350.6666666666667,105.0,605.5,67.0,76.109375,1.15625,8.324219,1.6640625
0.0,39.03270478438495,351.33333333333337,155.0,543.0,120.5,80.40234,2.859375,13.871094,2.5
0.0,39.03270478438495,352.0,186.25,467.0,185.75,84.58203,5.2578125,19.570312,3.7304688
0.0,39.03270478438495,352.6666666666667,181.75,462.0,178.75,86.56641,7.5703125,24.046875,5.0117188
0.0,39.03270478438495,353.33333333333337,235.5,614.0,226.0,90.646484,16.210938,36.98047,9.046875
0.0,38.47108344322056,350.6666666666667,55.75,497.75,32.5,72.916016,0.609375,5.7734375,1.765625
0.0,38.47108344322056,351.33333333333337,159.25,555.0,124.25,77.21875,2.3359375,12.363281,2.140625
0.0,38.47108344322056,352.0,180.0,453.0,179.0,88.32422,11.5625,30.546875,7.1132812
0.0,38.47108344322056,352.6666666666667,169.0,455.75,157.5,87.89453,9.90625,28.0,6.375
0.0,38.47108344322056,353.33333333333337,193.5,451.5,193.75,89.83594,15.015625,35.414062,8.730469
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,176.75,512.0,155.25,81.3125,4.59375,18.132812,3.4101562
0.0,37.909462084686055,352.0,189.0,504.0,178.0,88.21875,11.03125,29.753906,6.7578125
0.0,37.909462084686055,352.6666666666667,182.25,477.0,174.25,87.37109,8.1640625,25.097656,5.3242188
0.0,37.909462084686055,353.33333333333337,163.5,338.5,163.75,89.08984,12.046875,31.261719,7.5859375
0.0,37.34784070938886,350.6666666666667,80.25,478.25,50.75,76.5,1.8359375,10.816406,2.75
0.0,37.34784070938886,351.33333333333337,178.0,514.25,157.0,84.27539,8.640625,25.914062,5.609375
0.0,37.34784070938886,352.0,203.25,513.25,201.25,88.51172,13.953125,33.972656,8.1171875
0.0,37.34784070938886,352.6666666666667,198.75,519.5,190.5,88.86914,12.609375,32.08203,7.4804688
0.0,37.34784070938886,353.33333333333337,194.0,419.5,194.5,89.74609,14.96875,35.347656,8.699219
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,80.75,526.5,50.0,81.453125,3.6796875,16.0,4.5039062
0.0,36.78621931791178,352.0,90.0,476.5,59.0,81.46875,4.0625,16.925781,4.4765625
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,103.25,393.0,77.0,82.69141,4.8515625,18.703125,4.6445312
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,5.0,79.75,2.75,46.689453,9.5861175e-18,0.06640625,0.15625
0.0,41.840811206489,352.08,5.75,56.75,3.25,50.214844,9.5861175e-18,0.12109375,0.26953125
0.0,41.840811206489,352.8,21.5,221.75,12.25,64.21094,0.0234375,0.84375,0.890625
0.0,41.840811206489,353.52,66.5,330.5,44.25,81.478516,1.3984375,9.269531,2.625
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,13.25,183.25,7.25,58.80664,0.0078125,0.35546875,0.50390625
0.0,41.27918996225089,352.08,18.75,165.75,10.75,56.60547,0.0078125,0.3984375,0.4609375
0.0,41.27918996225089,352.8,99.25,512.0,65.5,86.59375,4.0234375,16.832031,4.1445312
0.0,41.27918996225089,353.52,150.5,435.5,132.25,89.24805,10.2734375,28.574219,6.8554688
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,49.75,270.25,32.25,78.07422,0.328125,4.109375,1.3789062
0.0,40.71756869718417,352.265625,21.0,184.75,12.25,57.783203,0.0078125,0.5,0.53515625
0.0,40.71756869718417,352.96875,97.0,379.75,71.25,87.49219,4.65625,18.277344,4.7070312
0.0,40.15594741204222,350.859375,43.5,346.0,25.75,66.2207,0.265625,3.6132812,1.3515625
0.0,40.15594741204222,351.5625,53.75,251.0,36.5,69.98633,0.21875,3.2617188,1.0664062
0.0,40.15594741204222,352.265625,96.25,271.75,86.5,82.14258,1.6171875,10.058594,2.203125
0.0,40.15594741204222,352.96875,132.75,409.25,111.5,89.44531,7.921875,24.671875,5.875
0.0,39.594326107545804,350.6666666666667,36.0,349.75,20.75,62.70703,0.2265625,3.3125,1.4296875
0.0,39.594326107545804,351.33333333333337,138.25,453.75,111.5,85.29492,6.0625,21.214844,4.6484375
0.0,39.594326107545804,352.0,132.25,344.5,127.25,88.35742,6.90625,22.835938,5.2734375
0.0,39.594326107545804,352.6666666666667,185.75,394.0,186.25,88.04883,7.53125,23.972656,4.9609375
0.0,39.594326107545804,353.33333333333337,210.75,450.75,211.25,90.828125,11.3984375,30.308594,6.8007812
0.0,39.03270478438495,350.6666666666667,104.25,552.75,68.25,81.271484,2.734375,13.5234375,3.0078125
0.0,39.03270478438495,351.33333333333337,173.25,523.25,147.75,86.69531,6.75,22.542969,4.6328125
0.0,39.03270478438495,352.0,194.0,490.75,191.5,87.06445,6.4765625,22.023438,4.3554688
0.0,39.03270478438495,352.6666666666667,191.0,482.25,188.75,84.671875,4.0625,16.925781,3.046875
0.0,39.03270478438495,353.33333333333337,234.5,596.5,230.5,91.552734,13.359375,33.148438,7.6679688
0.0,38.47108344322056,350.6666666666667,76.25,499.0,47.25,79.71875,1.8203125,10.7421875,2.828125
0.0,38.47108344322056,351.33333333333337,166.25,577.75,130.0,84.7168,4.7421875,18.460938,3.5585938
0.0,38.47108344322056,352.0,199.75,533.75,187.75,83.890625,3.4375,15.386719,2.6601562
0.0,38.47108344322056,352.6666666666667,194.25,508.25,185.75,89.13867,8.421875,25.542969,5.3789062
0.0,38.47108344322056,353.33333333333337,205.25,467.5,205.5,91.28125,12.2109375,31.511719,7.2382812
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,186.25,549.0,161.75,82.57422,3.734375,16.128906,2.875
0.0,37.909462084686055,352.0,196.75,544.0,179.5,87.68945,7.28125,23.527344,4.7695312
0.0,37.909462084686055,352.6666666666667,184.5,485.75,175.5,88.734375,8.3125,25.359375,5.3867188
0.0,37.909462084686055,353.33333333333337,169.0,375.5,169.25,90.771484,9.9375,28.042969,6.390625
0.0,37.34784070938886,350.6666666666667,81.0,550.75,49.5,80.384766,2.859375,13.878906,3.734375
0.0,37.34784070938886,351.33333333333337,186.25,538.0,164.0,83.93555,4.875,18.75,3.5195312
0.0,37.34784070938886,352.0,207.0,557.75,193.0,90.40039,10.3515625,28.703125,6.296875
0.0,37.34784070938886,352.6666666666667,210.75,577.25,194.0,90.646484,9.75,27.742188,5.9726562
0.0,37.34784070938886,353.33333333333337,214.0,463.25,214.25,92.07031,11.59375,30.597656,6.8828125
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,85.5,571.5,52.5,81.98828,2.3671875,12.464844,3.1289062
0.0,36.78621931791178,352.0,96.5,527.25,62.75,83.146484,2.203125,11.964844,2.7148438
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,109.0,388.75,83.75,85.10742,4.3984375,17.695312,4.1601562
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,7.5,93.5,4.25,66.48242,0.01171875,0.57421875,1.1054688
0.0,41.840811206489,352.08,7.25,66.5,4.25,70.80859,0.01171875,0.62109375,1.2050781
0.0,41.840811206489,352.8,48.25,231.75,32.5,84.5625,1.7460938,10.503906,3.8417969
0.0,41.840811206489,353.52,92.25,339.75,70.0,89.12695,8.828125,26.226562,8.089844
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,9.25,163.5,5.0,65.23633,0.0078125,0.53515625,0.9199219
0.0,41.27918996225089,352.08,16.25,175.0,9.25,75.990234,0.046875,1.34375,1.3554688
0.0,41.27918996225089,352.8,124.25,484.0,91.25,88.29883,7.265625,23.496094,5.6816406
0.0,41.27918996225089,353.52,154.75,446.25,136.75,89.90039,11.550781,30.53125,7.470703
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,58.5,272.75,40.0,82.76172,1.1523438,8.308594,2.5371094
0.0,40.71756869718417,352.265625,39.0,202.75,25.75,83.42383,0.7734375,6.6289062,2.6347656
0.0,40.71756869718417,352.96875,117.75,358.5,99.75,90.01758,8.4765625,25.636719,6.6445312
0.0,40.15594741204222,350.859375,28.5,275.75,16.5,71.63086,0.12890625,2.4257812,1.3144531
0.0,40.15594741204222,351.5625,88.0,277.25,72.75,86.31641,3.859375,16.433594,4.3789062
0.0,40.15594741204222,352.265625,119.75,270.25,120.0,89.12305,6.671875,22.390625,5.4179688
0.0,40.15594741204222,352.96875,187.5,424.75,187.75,92.7793,15.035156,35.4375,8.800781
0.0,39.594326107545804,350.6666666666667,41.5,316.75,24.75,77.14844,0.41796875,4.6796875,1.7695312
0.0,39.594326107545804,351.33333333333337,122.5,461.5,91.75,86.81836,7.578125,24.0625,5.923828
0.0,39.594326107545804,352.0,183.0,381.5,183.25,90.103516,12.191406,31.480469,7.4101562
0.0,39.594326107545804,352.6666666666667,194.0,418.5,194.25,91.77539,14.140625,34.23047,8.2890625
0.0,39.594326107545804,353.33333333333337,216.75,477.75,217.0,93.26953,16.523438,37.378906,9.2890625
0.0,39.03270478438495,350.6666666666667,115.25,504.0,80.75,84.49219,4.5898438,18.125,4.1445312
0.0,39.03270478438495,351.33333333333337,168.0,549.25,136.0,88.5293,10.578125,29.054688,6.7421875
0.0,39.03270478438495,352.0,205.0,526.75,199.75,91.11719,14.6796875,34.960938,8.462891
0.0,39.03270478438495,352.6666666666667,166.75,485.25,146.0,91.66992,13.589844,33.46875,8.34375
0.0,39.03270478438495,353.33333333333337,243.0,621.75,237.75,94.30469,22.039062,43.984375,11.794922
0.0,38.47108344322056,350.6666666666667,58.5,497.0,34.25,81.06836,1.7421875,10.480469,3.3339844
0.0,38.47108344322056,351.33333333333337,157.75,665.25,112.0,88.11914,9.949219,28.066406,6.5527344
0.0,38.47108344322056,352.0,216.5,603.25,196.25,90.990234,13.9609375,33.984375,8.0390625
0.0,38.47108344322056,352.6666666666667,198.75,510.5,193.75,92.62109,16.183594,36.941406,9.2578125
0.0,38.47108344322056,353.33333333333337,210.25,487.25,210.5,93.80859,20.773438,42.535156,11.394531
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,193.0,645.75,154.0,87.37109,10.5625,29.027344,6.4882812
0.0,37.909462084686055,352.0,209.25,584.75,189.25,91.53711,17.199219,38.234375,9.669922
0.0,37.909462084686055,352.6666666666667,191.5,514.0,179.25,92.26758,17.796875,38.976562,10.128906
0.0,37.909462084686055,353.33333333333337,194.5,402.5,194.75,93.802734,19.972656,41.60547,11.169922
0.0,37.34784070938886,350.6666666666667,84.25,564.5,51.75,81.13281,4.1289062,17.078125,4.7558594
0.0,37.34784070938886,351.33333333333337,196.0,587.0,168.0,89.27734,17.761719,38.9375,10.064453
0.0,37.34784070938886,352.0,218.5,579.5,206.75,95.552734,34.921875,57.046875,18.082031
0.0,37.34784070938886,352.6666666666667,223.75,578.75,216.25,94.50195,24.769531,46.984375,13.203125
0.0,37.34784070938886,353.33333333333337,210.25,492.25,210.5,95.03906,22.070312,44.01953,12.021484
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,89.75,592.5,55.5,83.41406,5.4023438,19.878906,5.576172
0.0,36.78621931791178,352.0,98.75,540.5,64.0,85.12891,4.6054688,18.160156,4.6015625
